,id,created_at,text,fav,RT,rate
417,9.87669943729644E+017,2018-04-21 12:30:39,サラリーマンやりながら技術チュートリアルシコシコ書いて、2カ月でnoteの売り上げ50万円超えて学んだことは・サラリーマンで評価上げて年収上げるよりも、自分でコンテンツ作って売ったほうが確実に簡単・寝ててもお金入るので労働と… https://t.co/z0p93y3xSO,57,15,26.3157894736842
1082,9.76979843530113E+017,2018-03-23 00:32:00,さすがにリリース一日で1万ユーザーは想定していなかった https://t.co/aKTJVub4r7,57,17,29.8245614035088
567,9.85001539277177E+017,2018-04-14 03:47:22,初心者こそ、おそれずにツイッターでアウトプットすべきだと思います。・情報を発信していると、フォロワーが増える・フォロワーが増えると親切な人が助けてくれる・親切な人とのリアルな出会いが、仕事につながる（案件をもらったり）・詳しい人から情報が集まる,57,15,26.3157894736842
853,9.8062954077814E+017,2018-04-02 02:14:36,あとでじっくり読もう。面白い。 https://t.co/87WozSQ9Z9,54,14,25.9259259259259
442,9.87089545719001E+017,2018-04-19 22:04:21,英語を学ぶときに一番効率的だったのは、・好きな洋楽のバンドの歌詞をすべて覚える・細かい文法を調べていく・自分で歌詞を書くって方法で、これをプログラミングにすると・チュートリアルを通す・細かいところググる・自分でプロダクト作るって感じになる。,54,10,18.5185185185185
654,9.83654382590821E+017,2018-04-10 10:34:14,プログラミング最初本当に訳わからなかったけど、やっとわかるようになった時の学習方法は・何を作りたいのか決める・何を学べばできるのかメンターに聞く・そこから学習ルート決めてもらって、ひたすらコード書く・つまづいたらメンターに聞くでした。これでだいぶ変わります。,52,10,19.2307692307692
52,9.91095193788072E+017,2018-04-30 23:21:22,今日一で一番刺激受けた。この世代はすごい。学校の先生が何を言おうが、フォロワーを集めて人気を取れば経済的に正しさを証明できる。友達でインフルエンサーとか普通にいる世代だろうし、はるかに僕らの世代よりも、信用経済を身近に感じる人がい… https://t.co/jQoXXW4ZH1,51,11,21.5686274509804
1010,9.78216195953386E+017,2018-03-26 10:24:50,5日間のスケベ基金と、2日間のスケベチュートリアルのおかげで、この勢いだと一般的な新卒の月収を超えてしまう。「スケベなことで生きていく」スケベサイエンティストが、子供のなりたい職業ランキング1位になるのもそう遠くない将来なのか… https://t.co/3wDt9kMn5k,50,19,38
1085,9.76827566001611E+017,2018-03-22 14:26:54,Qiitaに投稿しました。よければシェアしてくれると嬉しいです！AIで似ているAV女優を紹介しているスケベAI「スケベ博士」を作りました。https://t.co/LrJbN2c2x1,49,34,69.3877551020408
194,9.90057384549601E+017,2018-04-28 02:37:29,Progateが環境構築チュートリアルをリリース。これは創れる人を創り出すうえで本当に大事だなぁ。積極的に自分のチュートリアルにも載せていこう。https://t.co/tTa6R4ZCOV,47,13,27.6595744680851
448,9.8694463992288E+017,2018-04-19 12:28:33,noteで技術チュートリアルを作っている人をまとめてみました！ブロックチェーンから機械学習まで、なかなか情報としてないチュートリアルをまとめてくださっています～！おすすめです～！@karaage0703  @cohki0305 https://t.co/24ylwd7Ruw,47,8,17.0212765957447
74,9.91055696698294E+017,2018-04-30 20:44:25,自分が何も実績出してない時から会ってくれている人、みなアウトプットしてたから会ってくれた。それが荒削りでお金にならないようなものでも、そのアウトプットに興味を持ってくれた。何も持ってない時はスキルの交換しようとせず、目の前のファンを喜ばすことが大事。,44,7,15.9090909090909
251,9.89443202921914E+017,2018-04-26 09:56:57,むかし@ha_chu さんが読者の対象を偏差値30に合わせろとおっしゃってましたが、記事のタイトルはAIみたいな偏差値30くらいのキーワードにしないとマスにはウケないです。過去に同じコンテンツをタイトルだけ変えて拡散スピード計測したことところシェア数が8倍になったことがあります。,43,5,11.6279069767442
220,9.89649777691312E+017,2018-04-26 23:37:48,『新卒で市場価値の高いプログラマーになるための最短ルートを考えてみた』https://t.co/k2UXt0ATun https://t.co/X0vie0cVyM,42,9,21.4285714285714
1087,9.76809624664879E+017,2018-03-22 13:15:37,スケベ基金13700円集まりました。献金してくださった変態な皆様本当にありがとうございます。なるべく私利私欲のために使わないように頑張ります！ https://t.co/BsI5BNiff4,42,3,7.14285714285714
449,9.86943868137386E+017,2018-04-19 12:25:29,noteで2カ月間で稼げるようになった結果、新たなチャレンジする覚悟が生まれました。そのことについては来月になったら記事書こうかと思ってますが、取り急ぎフォロワーのみなさん本当にありがとうございます。 https://t.co/uE7tJp1ZM8,42,1,2.38095238095238
132,9.90520082764743E+017,2018-04-29 09:16:05,会社などのリソースがなくても、時間さえあればひたすら施策打って失敗したり成功したりしていると、強化学習されていくので、PDCAとか言ってないでDCDCDDDDCぐらいの流れでやっていくと感覚的にこれがいける！これはいけない！みたい… https://t.co/fL9zSq1dPa,42,9,21.4285714285714
1088,9.76783157650326E+017,2018-03-22 11:30:27,全裸待機して変態博士の復旧を待っている変態紳士がいると考えると、一刻も早く家に帰って直さなければ。,41,9,21.9512195121951
356,9.88595010428793E+017,2018-04-24 01:46:32,プログラミング教育アプリを使っててイラつくポイント・作ろうとしているものでテンションが上がらない(電卓システムとか)・学んでいる断片が全体の中で位置付けられない・新しいことを学ぶときの前提知識が考慮されていない・購入する前にどこまでできるようになるのか分からない,39,7,17.948717948718
1265,9.7350292001554E+017,2018-03-13 10:15:57,アダルトスケベLine BotをQiitaで公開したら、Line BotやってるCRM系の会社から会食のお誘い来て草性欲に素直でよかった,38,7,18.4210526315789
635,9.83893001565962E+017,2018-04-11 02:22:26,「会社のことは好きだけど辞めます」という偽善感たっぷりの退職エントリが多い中、それをnoteで有料化して「すっごいざっくりいうと音楽性の違い。続きは本当に見たい人だけどうぞ」って形にしてて、課金の仕組みで「見るべき人を絞る」って使い方してる人いて、面白い。,38,16,42.1052631578947
53,9.91092939731301E+017,2018-04-30 23:12:25,めちゃめちゃイケてる中学生いたので2000円寄付しました。じじいぶっ殺していこう！@takagi_1129https://t.co/dxlvDjFimT https://t.co/KZlOTS86Tf,38,4,10.5263157894737
122,9.90591961185714E+017,2018-04-29 14:01:42,IssueでTODO管理するの1週間ぐらいやってるけど結構いいな。結構おすすめ。・思いつきの企画を保存できる・思考のログを残すからどこで詰んだか記録できる・重要度とかステータスを決められる・マークダウン使ってエラーコー… https://t.co/lI8J6DXk7P,37,3,8.10810810810811
665,9.83520988833829E+017,2018-04-10 01:44:11,そういえば、学生時代何もプロダクトを作らずにエンジニア採用受けてた時のこと採用官「君、何か作れるの？」僕「For文とか関数はわかりますけど、プロダクトはないです」って言った瞬間に面接終わったので、今すぐプロダクト作った方がいいです(この事実に4年に気づいた情弱でした),36,9,25
394,9.8781522916044E+017,2018-04-21 22:07:58,【ブログ更新】もし自分が大学生だったら、こういう風にプログラミングを学んでいくだろうな～という記事です。・大学生のころこそ、エンジニア力を付けておくべき理由・どうやったら新卒で市場価値の高いエンジニアになれるのかhttps://t.co/Nzj3PH8jO8,36,11,30.5555555555556
327,9.88790562009436E+017,2018-04-24 14:43:35,技術は、難しいことを民主化するだけでだいぶ需要があるのに、なぜほとんどの人は難しいものを難しいままイキろうとするのかわけわからない。厳密性を求めている場合だったらしょうがないけど、読者の想定一切してない気がする。,35,5,14.2857142857143
676,9.83497333382963E+017,2018-04-10 00:10:11,クラウドソーシングで受けるスキルとその相場は決まっています。今回はPythonで最大単価5万円ほどになる、ツイッターの自動化プログラムの書き方の基礎について解説しました。今は1980円ですが、希少性高そうなので100部超えたら1万… https://t.co/i0vG0K0Kky,35,2,5.71428571428571
49,9.91100754122293E+017,2018-04-30 23:43:28,ここ最近間違いなくきそうな流れとして、社会の評価指標が肩書　⇒　ソーシャル信頼度（収益/フォロワー数/PV数）に移っていくと思う。他人への価値提供という尺度がそっちのほうが透明性が高く、かつ証明しやすい。経験年数が価値を持たない社会はすぐ来るはず。,35,6,17.1428571428571
977,9.78757377246642E+017,2018-03-27 22:15:17,よっし、文系プログラミング初心者で独学でも技術ブログでみずほの初任給くらいは稼げるようになったぞ！それとメディアの集客方法とか、マネタイズの方法とかやっとわかってきたのと、自分が解決したい課題をどう解決するか、少しめどがついてきた。この一カ月は結構わくわくすることが多かった。,34,3,8.82352941176471
959,9.7924471448961E+017,2018-03-29 06:31:48,#高校生の自分に教えたいこと頑張って、英語の勉強して、「将来は英語教育を変えたい」と思って、英語の先生になりたくて国際系の大学に入ったよね。そんな君はスケベサイエンティストと名乗ってQiitaやはてブでイキって、会社の上司にネットでばれたよ。どうしようもないね。,34,1,2.94117647058823
274,9.89255799036768E+017,2018-04-25 21:32:16,プログラミングがエンジニアだけのものだと思っている人が多いし、そういう人は拡張性やらなんやら気にするけど、リサーチャーだって使うし、なんなら事務の人でも使うわけ。綺麗なコードでチュートリアル書いたとして、そういう人たちが理解できるかというと怪しいと思うんだよな。,34,7,20.5882352941176
248,9.89445270994735E+017,2018-04-26 10:05:10,ちなみに、拡散させたかったらポジティブかネガティブな方向で振ることが大事で、記事の中身よりタイトルの方が重要度は高いです。一番良くないのは、厳密な情報を書くことです。もし厳密な情報が拡散されているなら、今頃みんなツイッターから論文読んでますからね,34,7,20.5882352941176
1079,9.76987772698247E+017,2018-03-23 01:03:31,スケベ博士が「金払わないともう仕事しない」とグレてしまったので、更生させるためにスケベ基金を始めました。本当にスケベでどうしようもない方、スケベ基金にご協力よろしくお願いします。https://t.co/UfZPRb8kf4,34,17,50
279,9.89161161634402E+017,2018-04-25 15:16:13,LINEで登録者が増えるのは・登録が一瞬で簡単・ユーザーの母数が大きい（世代を超える）・グループラインにシェア可能・UIが慣れていてかつ洗練されているってとこだと思います。LINE@でスケールしてからWebとかファンサ… https://t.co/ODR8LXm9O7,34,6,17.6470588235294
229,9.89539733414932E+017,2018-04-26 16:20:31,・技術チュートリアルがない・わかりやすくかつマーケしてチュートリアル書けるエンジニアが少ないから、参入しにくい・それをやるモチベーションは技術者にはないなのでブルーオーシャンなんだろうなぁ。#10年後の仕事図鑑 https://t.co/C1jCCnyaoV,33,3,9.09090909090909
287,9.89151298011328E+017,2018-04-25 14:37:01,遊んでたら手取り超えてしまった....,33,1,3.03030303030303
757,9.82267530600317E+017,2018-04-06 14:43:23,突然ですけどリクルートスーツって最高ですよね。僕は中学生の頃に高校生の制服に目覚め、高校生の頃からリクスーが好きでした。やっぱりフォーマルの中のエロさって本当にありがたいというか。品とスケベの共存というか。春に感謝ですね。,33,3,9.09090909090909
288,9.89144594758566E+017,2018-04-25 14:10:23,文字起こし君が起動しないときにどうすればいいか誰か対処法書いてくれてて草　ありがたや。https://t.co/wwHs2NSJ8y,32,6,18.75
423,9.87596734716002E+017,2018-04-21 07:39:44,Aidemyめっちゃわかりやすい！ / 全ての社会人が「今すぐAIプログラミングを学ぶべき」と言える深い理由 (Business Insider Japan) #NewsPicks https://t.co/h91AmpA3OU,32,12,37.5
278,9.89163379418808E+017,2018-04-25 15:25:02,1万リツイート超えると必ず1/10000くらいの確率で意味不明なリプライ飛ばしてくる方がいらっしゃる。この1/10000の法則、フォロワー多い人たぶん納得してくださる方多いと思う.... 1%の確率で性器出すドラえもんみたいな感覚。,32,5,15.625
396,9.87732332093129E+017,2018-04-21 16:38:33,noteはフリーミアムだと思って書いてる。無料コンテンツだけで十分価値があると判断してもらえたら初めて有料コンテンツにまで手を出してもらえる。全部有料コンテンツにすると相当他の要素で期待値高くないと売れない気がする。,32,6,18.75
1004,9.78246147465666E+017,2018-03-26 12:23:51,スケベ基金にご協力いただいた方、ありがとうございました。総勢103件のご支援と、74200円集まっております。スケベチュートリアルは、現在74冊ご購入いただきました～！初心者でもPythonとAIを使ってスケベなプロダクトを作… https://t.co/yioHu2e2DE,32,6,18.75
297,9.89028874771198E+017,2018-04-25 06:30:33,【定期】PythonとJavaScriptで、似ているAV女優を教えてくれる人工知能アプリケーションが創れる、「変態博士チュートリアル」で、顔認識アプリを作りませんか？https://t.co/rl1LQk8YRZ,31,8,25.8064516129032
551,9.85093970450563E+017,2018-04-14 09:54:39,世の中には二通りの人がいると思う。やらなければならないことを義務感でやり続けられる人、そして僕みたいにやらなければならないことの価値に本当に共感してないとパフォーマンス出せない人。これに薄々学生のころに気づいていたけど、社会人になってもっと感じるようになった。,31,2,6.45161290322581
196,9.90024581543948E+017,2018-04-28 00:27:08,"現在の文字起こし君の状況・登録ユーザー数86122名・一日数千ユーザーが増加・リプライ成功数は1日600前後・1日のアップロード制限が1,250 MBなので、それ以上いくと動かなくなるという状況です。 https://t.co/oA383sKUWi",31,10,32.258064516129
169,9.90247644793471E+017,2018-04-28 15:13:31,3年間働き続けたら認められるという意見もあれば、3年間働けば茹でガエルって意見もある。結局今ある選択肢を正解にできるのは自分の精一杯の頭使って、他者貢献するしかないんでねぇかと思う,31,6,19.3548387096774
247,9.89445953064063E+017,2018-04-26 10:07:52,で、これはエンジニアの技術記事特有なのですが、厳密なことの重要度が高いことが多く、そうすると狭いパイしか狙えないわけです。そうすると技術の民主化スピードはめっちゃくちゃ遅くなるので、カジュアルにコード書いてとりあえず動くってチュートリアルがあった方がいいと思うんです,31,5,16.1290322580645
952,9.79338685823898E+017,2018-03-29 12:45:12,スケベDMM Bot「変態コンシェルジュ」を作れた人にも、スケベサイエンティスト認定しますので、できたらスクショ送ってリプライください！あとnoteでサポート金5000円賄賂としてお支払いいただいたとしてもスケベサイエンティストと… https://t.co/1HyjaAwl6K,31,6,19.3548387096774
981,9.78630858746741E+017,2018-03-27 13:52:33,プログラミングができる段階って①プログラミングの基礎文法が分かる②既存のチュートリアルをググりながら解決できる③新しいプロダクトを仮説検証しながら作れる④嫌いなコードで大規模開発までできるだと思うんだけど、②から③に行く時って大量にプロダクト作る経験積むしかないと思う,30,7,23.3333333333333
133,9.90518389494792E+017,2018-04-29 09:09:21,noteはフォロワーが少なかったり、自分のメディアを持っていないとチュートリアルを創っても広告が難しいです。そういう場合は、プロダクトの作成結果をQiitaやはてなブックマークに載せて、プレスリリースみたいに利用するのがおすすめで… https://t.co/WkG6XcYyUz,30,3,10
878,9.80264989117235E+017,2018-04-01 02:06:00,朝起きたら彼女に「妊娠した」と言われて、めっちゃ覚悟決めてた。指輪買いに行こうとか。よく考えたら今日4月1日だった。,30,0,0
454,9.86790612111311E+017,2018-04-19 02:16:30,ちょっとできる人がイキるのって実は大事なのかと思った。じゃないと中間層の知識が下に降りてこないから。そして少し先の世界を見てきた人が発信するコンテンツは実は価値があるものだということも気付いた。(Qiitaのトレンドとかだいたいそうな気がする),30,5,16.6666666666667
737,9.8281944672818E+017,2018-04-08 03:16:30,上級者にとってはクソの吹き溜まりみたいな記事しか書けないけど、初心者にとっては誰よりも優しいコンテンツを作っていきたい。だって営業マンがPythonで定型業務の自動化処理したいみたいなときに、めっちゃくちゃ抽象度の高い記事であふ… https://t.co/MjlksV9Ann,30,3,10
328,9.88789118598435E+017,2018-04-24 14:37:51,技術界隈で役に立つのって基礎研究やってる人と、その研究をもとにユーザーが使ってメリットが出るレベルに落とし込んで実装する人で、中途半端にロジック勉強して何も実装できないでイキッてるのは僕は嫌いです。僕は誰がなんと言おうがブラックボックスでもとりあえずいいから便利なものを作る派です,29,5,17.2413793103448
792,9.81714541674246E+017,2018-04-05 02:06:00,本当にこれ。スクールバカ高いけど、コンテンツはネットにたくさんあるから、もっとサクッとプログラマーをメンターとしてマッチングしてプログラマーにお金を還元できるような仕組みできたらもっとIT人材増えそうなんだよなぁ。 https://t.co/3bHXgs4fw4,29,7,24.1379310344828
475,9.86426391439618E+017,2018-04-18 02:09:13,科学も１つの信仰で、使ってる側はブラックボックスのまま利用している。これは落合さんが言ってた「魔術」と凄い似ている。AI論調も実はテクノロジーではなく魔術化なのかもしれない。 #完全教祖マニュアル https://t.co/WVUGtMgPk9,29,14,48.2758620689655
245,9.89447751430648E+017,2018-04-26 10:15:01,今の時代、手品師になるよりも、手品師になりたい人に手品を教える人の方がもしかして重要なんでないかと。応用レベルに落とし込むスピードって社会のためにかなり大事で、その人材が足りてない。,29,6,20.6896551724138
987,9.78626650647622E+017,2018-03-27 13:35:50,みんな初心者でも、何かしら自分でプロダクトを作りたいと思っている。そして、その「作りたい」ものを作る教材が圧倒的に足りてない。タイマーとか、電卓プログラム作りたくてプログラミングはじめたわけじゃないはず。だからなるべく共通してみんながよいと思うもの、それはエロだったんだと思う。,29,7,24.1379310344828
212,9.89684367940207E+017,2018-04-27 01:55:15,営業やってると価値観の相対化ができるようになる。自分が売れると思ったものと顧客が欲しいものが乖離してることに気づかされる。これが重要で、エンジニアがもの作ろうとすると技術に興味がいってユーザー体験を忘れがちなのよねぇ。この感覚をクリエーターが持ってるとめっちゃ強い気がするん。,29,7,24.1379310344828
747,9.82557239411003E+017,2018-04-07 09:54:35,プログラミング勉強して、他の人が知らないことをたくさん学んだ時、そこに知識の差分ができ、そこに価値が生まれる。それを初心者の視点で解説するというアプローチでnoteを使うと、それこそ大学生でも経済学めっちゃくちゃわかりやすくまとめるのとかでもマネタイズできるんだろうなぁ。,28,3,10.7142857142857
958,9.79279292239569E+017,2018-03-29 08:49:12,めっちゃいいアイディア思いついた。ツイッターで投稿すると、Google Calenderに反映できるアプリ。こうすると、過去にどんなこと考えていたのかを、時間レベルで思い出せる。これは結構自己分析的な意味でも面白いかもしれない。,28,3,10.7142857142857
319,9.88806185938702E+017,2018-04-24 15:45:40,スケベAI作った時は女性から一切コメント来なかったのに、こういう文字起こしアプリはちゃんとコメント来るので、別の意味でスケベドリブン開発に火がつきそうでござる,28,2,7.14285714285714
318,9.88808896436257E+017,2018-04-24 15:56:26,さっそく落ちたｗｗｗ画像アップロードの限界がきたっぽいｗｗｗいつもだｗｗｗｗ無料プランでリリースすると、容量限界きて「バグ」だのなんだの言われるのつらい.... https://t.co/eN1dwQtOT4,28,9,32.1428571428571
301,9.88961838145593E+017,2018-04-25 02:04:10,リリース初日で1万ユーザー突破。どこまで伸びるか！10万くらいいかないかなー。チュートリアル書いたら誰か有料化して、安定したサーバーでやってくれたら嬉しいなー。 https://t.co/ST8QnsEHlV,28,11,39.2857142857143
411,9.8767945169671E+017,2018-04-21 13:08:26,大企業やらベンチャーやらフリーランスやらの手段の問題はどうでもいいけど、今自分が持っている24時間を・人的資本・社会関係資本・コンテンツ資本・時間資本にどこに投資するかってことが重要。一番だめなのは時間資本をそのまま経済… https://t.co/8THPGTURLa,28,5,17.8571428571429
275,9.89251956324512E+017,2018-04-25 21:17:00,僕の書くコードは独学なのでおそろしく汚いですが、初心者にはなるべくわかりやすい形になっています。プロにとって可読性の高いコードと、初心者にとって可読性の高いコードは違うと思ってるので、これだけ読んでプロのエンジニアになりたい！って… https://t.co/mkLBUstuKl,28,3,10.7142857142857
1002,9.78417572621111E+017,2018-03-26 23:45:02,僕自身が独学でプログラミングしているから、そんなに技術的に詳しくないけど、逆に初心者の目線にはめっちゃくちゃ立てると思うので、だれが見てもできて面白いチュートリアル頑張って作ろう。,27,3,11.1111111111111
1003,9.78275609779388E+017,2018-03-26 14:20:55,さっそくまた新しいチュートリアルを作っています。より社会にスケベサイエンティストが増えて、子どもがなりたい社会人像を増やしていきたいと思っています。絶対なりたい職業ランキング一位をYoutuberから塗り替えてやる！ https://t.co/cmzZkUWYMk,27,9,33.3333333333333
938,9.79657871418782E+017,2018-03-30 09:53:32,すっごい当たり前の話なんですけど、人間って抽象的なものを理解するためには、たくさんの具体が必要なんです。なのに理系の人って、基本的に抽象論で話しやすいんですよ。だってそっちの方が例外がなく安全だし、美しいから。でもそれは学ぶ側にとっては困ると思うんですよね。,27,8,29.6296296296296
881,9.80261719585956E+017,2018-04-01 01:53:00,よっしゃ！Googleで「スケベサイエンティスト」って検索すると一番最初に実名で出るようになったぞ！よっしゃ！Googleで「スケベサイエンティスト」って検索すると一番最初に実名で出るようになったぞ！よっしゃ！ https://t.co/mmet26ra9h,27,2,7.40740740740741
136,9.90495113947136E+017,2018-04-29 07:36:52,noteで有料化コンテンツを作る上で重要なのは、誰かが無料でソースコードを置いたものに差別化できるようにすること。そしてそれを差別化するためには・ユーザーの前提知識の想定・検索に依存せずとも完了できるぐらいの網羅性を上げる… https://t.co/sGK9JJxoHY,26,3,11.5384615384615
